baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RPS3	76249.0709954406	0.163046696999852	0.109711060570698	1.48614639355149	0.137240403160311	0.214322801868103
ZC3H12C	1047.66746907665	-0.20160393101763	0.0980527225595713	-2.05607683045361	0.0397751111478473	0.0764544026679225
TTC12	1675.31165232814	0.122647020594761	0.125798170791161	0.974950747084936	0.32958469183759	0.435530475405489
NCAM1	1619.44876640678	-1.92571459319224	0.24051595573845	-8.00659809566384	1.1792508878262e-15	6.61581998087249e-14
DRD2	63.8027243539705	-1.87153796250073	0.254969315389919	-7.34024782409064	2.13198714745048e-13	6.4884857566318e-12
C11orf52	9.1880355843935	0.347288298661798	0.173758212960773	1.99868709941325	0.0456422196911149	0.0857637613938075
HTR3B	0.630826820738886	-0.893667699814197	0.513734809814912	-1.73955060615061	0.0819379588429294	0.140188921585572
NPAT	1285.8594167567	-0.102089384066107	0.0913040163063744	-1.11812588532296	0.263513232402045	0.364805962018922
ATM	3123.73895725819	0.00223310278583884	0.107861298255496	0.0207034665997547	0.983482203666943	0.990410480384505
AASDHPPT	2430.39996776862	-0.0117117377139708	0.0689220323022355	-0.169927341414031	0.865067278477937	0.906709946019935
GLB1L2	8640.43296055772	0.484328325774055	0.14835540149071	3.26464908528716	0.00109599767840684	0.00340064645411135
SLX4IP	731.023611039517	0.427473257122268	0.0910754679796153	4.6936158177957	2.68417910216983e-06	1.58042339453302e-05
LAMTOR1	6808.6260781206	0.0177831598072432	0.0809897467266319	0.219572977148174	0.826203738922753	0.877902368335387
P4HA3	359.610164753904	-0.0546785161680387	0.229285946738104	-0.238473037470952	0.811514225170047	0.866509759406232
GRIK4	50.3974663065811	-0.442418532855483	0.170510459486873	-2.59467093213447	0.00946815206280706	0.0223575312448781
ST14	15976.2221938093	0.788630032432716	0.114958225492402	6.86014444860096	6.87909533207501e-12	1.49410533677077e-10
HYOU1	18057.9585614049	0.739266069870098	0.11182036377203	6.61119356915394	3.81233593361640e-11	7.00160572267759e-10
GGTLC1	7.03080159804852	0.361325282572501	0.238866646024081	1.51266528243577	0.130364702487482	0.20553644016463
ADAM33	782.526476029137	-1.22761413583685	0.18036470824019	-6.80628792525228	1.00149181964527e-11	2.08970931686543e-10
SLC22A8	0.975344657161268	0.857627560630413	0.442525672303331	1.93802894229049	0.0526196916082232	0.0967231645820295
KAT14	1472.64581251771	-0.114270692350431	0.0572509667884436	-1.99596092014811	0.0459381767416816	0.0862490211048279
TKFC	3617.03897500457	0.433637969193885	0.0774602901085844	5.59819707086053	2.16592461538203e-08	2.02520762621916e-07
MTA2	6264.81696787239	0.169874238075317	0.0630214319492281	2.69549949630107	0.00702831840541768	0.0172496920731894
TMEM138	1561.24713696232	0.39641347136051	0.109505731934004	3.62002485494929	0.000294574718247686	0.00106698558562269
FADS1	3226.40136233385	-0.438971209434538	0.172629246050745	-2.54285539372338	0.0109950722536229	0.0254418271120019
TMC2	4.88891895124773	0.55617984563139	0.260199116086425	2.13751627598402	0.0325560233445485	0.0644917253915259
ROM1	284.81162460642	-0.245489255234537	0.105308372643195	-2.33114660375866	0.01974563059531	0.0420540491455445
EML3	2603.66177994807	0.116964089725685	0.0635175528457426	1.84144515154325	0.0655563512908298	0.116224991558451
INCENP	772.695710171974	0.204050048391936	0.113301135803851	1.8009532467988	0.0717102493361595	0.125187084352214
ZP1	56.9839986886804	1.83233302202866	0.282843819186458	6.4782501781336	9.27924087568009e-11	1.54311492280465e-09
OOSP2	0.0672176742728066	0.0529229980974312	0.425525265889457	0.124370988845535	0.901021542525236	0.933711168070448
PLCH2	1634.4900965163	-0.946136171198973	0.198738941586104	-4.76069845017796	1.92924125118673e-06	1.17984490668009e-05
FRG1BP	725.608523333978	0.0250017754106179	0.117692581976472	0.212432890762955	0.831769328169732	0.881768012114904
CPSF7	5995.25727483838	0.143004541209327	0.0473876867182531	3.01775737776715	0.00254652694369695	0.007135843195164
MS4A2	213.430731883023	-0.802992174469949	0.250000699305324	-3.21195971331768	0.00131832860921796	0.00400932626229792
B3GAT3	3426.45905332177	0.404395814490463	0.105652214356785	3.8276132398402	0.000129391860280325	0.000512790391452624
EI24	8302.90100465456	0.217067507285517	0.0530650904806786	4.09058960079514	4.30277937613287e-05	0.000191898668021501
CCDC15	219.550719947561	0.231118136012587	0.110464835906933	2.09223264684252	0.0364177094173869	0.0708946033662814
CHEK1	461.484376840044	0.207813026701619	0.107182114782671	1.93887783538321	0.0525162154514554	0.096538927371473
FEZ1	788.179758026875	-1.36792011752145	0.150193098113086	-9.10774286373327	8.41136394031641e-20	1.64541773290374e-17
ESAM	1069.70276497176	-0.113188726087511	0.144899865980275	-0.781151351119392	0.434713482683181	0.540262097977083
KIRREL3	24.0408110438259	-0.561893641589171	0.191031452905063	-2.94136715731527	0.00326766966785997	0.00888531229118869
MPZL2	6952.999011253	-0.859248955643358	0.13408396990301	-6.40828994148141	1.47160852288289e-10	2.34208583991319e-09
SCN2B	199.729743480766	-1.39721610215568	0.201679372618429	-6.92790781732136	4.27109890712122e-12	9.77650923051133e-11
SIDT2	9027.76336725256	0.0170474330420266	0.114882692466117	0.148389915626799	0.88203505813097	0.919612553682326
TMEM25	2703.67533632578	0.264934419202694	0.129117220808698	2.05189065829743	0.0401802899333526	0.0770986539028333
TAGLN	118593.176764192	-1.59017991022264	0.192106265443049	-8.27760566036329	1.25676605904916e-16	8.91853985674649e-15
JPH2	3394.62003909772	-1.46691976718029	0.203279652285894	-7.21626464176163	5.34350208100658e-13	1.4890692678224e-11
DUSP15	137.658257179917	-0.795513703941198	0.185929120803873	-4.27858584229171	1.88084453132805e-05	9.15603000892405e-05
COMMD7	3359.83484961693	-0.0301731111388894	0.0848920442681736	-0.355429197152712	0.722268078768394	0.795168803839582
C20orf144	26.2792595795369	0.642902346565103	0.209622578673899	3.06695180753996	0.00216253719656197	0.00618634606528513
KIAA1755	426.757575085758	-0.699208139179467	0.175111703908281	-3.99292636399502	6.5262840061602e-05	0.000279172102775381
SPATA25	31.2206233940007	0.0900468907832416	0.155720968332895	0.578257968385749	0.563089967120229	0.6593776418696
DSN1	771.18190763001	-0.134227449477501	0.0824592113678609	-1.62780418646858	0.103566412564972	0.170304375135875
SOGA1	7969.88491955516	0.450547487691894	0.10851922332095	4.15177582279023	3.29905341705605e-05	0.000151099898802749
CNBD2	12.5857999138625	0.236886647381049	0.15422017810032	1.53602887961233	0.124531297510344	0.198180989090804
CDH22	185.752366962162	-0.631178517486778	0.252573261542741	-2.49899183164315	0.012454718178373	0.0283602841411965
LSM14B	2950.65318654108	0.240394605264085	0.0490313451750167	4.90287599505988	9.44436081602286e-07	6.2031947096007e-06
YTHDF1	3787.24345264517	0.243829489222198	0.0504764960902663	4.83055497327235	1.36153015245973e-06	8.63894883025881e-06
CABLES2	577.421820926793	0.106006142000873	0.0709984091897865	1.49307770710056	0.135416847239131	0.212036879733743
ORAOV1	763.00031076321	0.124248876185972	0.0668868386628375	1.85759827598198	0.06322608354269	0.112822683073777
GPHA2	18.4525496528943	-0.429814769906968	0.279686020774843	-1.53677602018223	0.124348167602183	0.19794252451862
SLC22A9	0.623164324846083	0.100350700775591	0.486634892311336	0.206213533721272	0.836624116655872	0.88510183066626
TRPT1	2071.14554875972	0.360217654710429	0.0955735045812722	3.76901167628642	0.00016389522149482	0.000633926276837662
NUDT22	1531.04470172047	0.171302331672294	0.066056151200924	2.59328357099161	0.00950643517558722	0.0224336780564215
FERMT3	496.611703820233	-0.141084841799707	0.154179424690718	-0.915069193458989	0.36015530641225	0.467554046492396
PLCB3	2262.60314226648	0.000386803053562951	0.0759448360865613	0.00509321072366364	0.995936223368281	0.997458650633719
MRPL49	5189.52129048225	-0.18316261321014	0.0701394831060189	-2.61140523281704	0.00901709753593621	0.0214354315744745
CDC42EP2	1093.44917506761	0.51558462258734	0.138552552608581	3.72122066955992	0.000198262090716161	0.000751449968815085
FAU	22630.6747771651	0.0583326319911357	0.11979518744196	0.486936355597736	0.626303434049114	0.713697401909184
TM7SF2	7665.05842323196	0.298168500446179	0.162380469927186	1.83623375754413	0.0663230920365711	0.117370004678931
VPS51	7697.44404147048	0.174942967471851	0.0646695943875688	2.70518114623399	0.0068267151047288	0.0168243304537096
TBX6	117.872124377847	-1.02208743653794	0.167672904559608	-6.09572213961731	1.08944507543113e-09	1.38671061099612e-08
PPP4C	4257.53084828703	0.150297691845311	0.0765180731417057	1.96421166496144	0.0495055506082911	0.0918421468181691
ALDOA	49129.8492081862	-0.248327904169074	0.0873350685570256	-2.84339278908252	0.00446360236242541	0.0116698103090088
FAM57B	13.4801295267801	0.804358051061166	0.22102894767506	3.63915251609338	0.000273536767133071	0.000999304857345463
DOC2A	60.8085286876617	-0.399401308376604	0.221453256539562	-1.80354678281848	0.0713023851664362	0.124616770736426
HIRIP3	1294.33536694215	-0.32232128128236	0.0663509772061456	-4.85782267050779	1.18683627513111e-06	7.62025260305517e-06
TAOK2	4238.90875691421	0.163177948360024	0.0623798763662702	2.61587482799592	0.00889991773488472	0.0211924524648885
TMEM219	6529.80720044117	-0.0952407109183636	0.0949967120298962	-1.00256849824856	0.316069101422112	0.4210007015941
HMGA2	4.8252621968107	-1.03822612506792	0.302252848771354	-3.43495894013329	0.000592643616862234	0.00197618765322212
MMP3	22.7269842558506	-0.228103000904674	0.347965858363343	-0.655532706506196	0.512124835743844	0.614434082476192
CNKSR2	448.640455094659	1.3100271553135	0.229924175659536	5.6976485902611	1.21471100364165e-08	1.21161412218319e-07
CNTN5	15.0184101475743	0.137182566161564	0.305081965720745	0.449658064308964	0.652957013612869	0.736170471420204
KLRF1	22.5614881550339	-1.27601439831236	0.18409972610375	-6.93110427330706	4.17568107739494e-12	9.58516412268312e-11
CLEC1A	159.909096120339	-0.526305840654734	0.166402928583232	-3.16284001210642	0.00156238168228514	0.00465666403954464
MKX	1363.59339211096	-0.972291467390661	0.169565336224921	-5.7340225840791	9.80762636130796e-09	1.00109839418857e-07
MPP7	2267.14294628346	-0.0833099263656238	0.0934864973007703	-0.891143948816417	0.372851949977876	0.480366561837262
AL356053.1	33.6592221145947	0.0700350303284094	0.133682623062852	0.523890306187976	0.600354837528821	0.690986712823487
ITGB1	18815.8441819074	-0.457018260585658	0.121383473347691	-3.76507812786484	0.000166497014196166	0.000643104990920864
FRMPD2B	5.94822271020911	-0.021866788437116	0.249517846405928	-0.0876361701260521	0.930165853159677	0.954861090207141
FXYD4	10.5555206913671	-0.638252807515129	0.320121224409611	-1.99378472543405	0.046175585537538	0.0866345823052218
PCDH15	1.73155238021302	-0.610276674036473	0.409553065999939	-1.49010402973412	0.136196884801717	0.21301763046101
CTF1	684.68351271382	-1.50553334597452	0.128363499204004	-11.7286717432174	9.0873461742713e-32	9.00677170485942e-28
CWC15	2826.55989175878	0.0176633996347894	0.0802179680520145	0.220192558646415	0.825721191759533	0.877542845051369
FCGR1A	52.3596410604058	0.125095417973054	0.184928101706288	0.676454345331119	0.498752223082207	0.602033800232466
ARID5B	8835.60710671268	0.343260221539847	0.103315213920331	3.32245570148597	0.000892288381417225	0.00283909071514818
KLHL1	19.4114226686503	-3.18536058682786	0.481295240427743	-6.6183089282099	3.63331128206799e-11	6.70595143767906e-10
CDH8	46.023436148306	-1.75220513787031	0.264820694154997	-6.61657180327746	3.67624351792455e-11	6.78098168498564e-10
DCUN1D2	628.485146270543	-0.105385856901718	0.0637934494682796	-1.65198555306403	0.0985374959717662	0.163335595117878
TMCO3	4649.35924174894	0.375783117687147	0.104553661970826	3.59416504982872	0.000325433501151579	0.00116502037137603
TMEM218	1136.16460335709	0.00630365939648189	0.0629130242441965	0.100196413575896	0.920188393239688	0.947563002063684
TIRAP	681.458341233872	0.164461952818603	0.065724098826234	2.50230822112022	0.0123386453597658	0.0281239770890975
EEF1AKMT1	553.231205185441	0.0663378791942426	0.0749495778579483	0.885100104499222	0.376102643108516	0.483566777560127
LATS2	2273.16803996874	-0.100506460009159	0.0962466746878963	-1.04425903892343	0.296365558471577	0.400587940521588
SAP18	8410.78359952966	0.0644681489532298	0.0764053729292177	0.843764600337118	0.398800960568141	0.505851747379276
ADGRL3	254.745671967786	-1.45826529674519	0.198348185063682	-7.35204759386632	1.95193274278862e-13	6.00815405528746e-12
KIAA1328	455.202205140393	-0.179319510988178	0.0731410192214187	-2.45169554508567	0.0142184907750974	0.0318041529155757
FAM124A	690.393171523375	-0.910995291742547	0.156631117236777	-5.81618332176874	6.02064375627117e-09	6.45574545434428e-08
MIA2	7.16319028889806	-0.121199717642623	0.313521431426551	-0.386575543149166	0.699070466675415	0.776211257183867
CTAGE5	377.574177233873	-0.00958336971172399	0.0699966850448124	-0.136911765258435	0.891100539081888	0.926303434102253
HNMT	2714.73159184429	-0.332739364322527	0.131583247564314	-2.5287365259768	0.0114473925253869	0.0263592325059905
LYPD1	36.0632937343255	0.772077115645268	0.237493791684561	3.25093599360585	0.00115025750471999	0.00354949322577497
LYPD6B	489.613699537792	-1.14857673612683	0.212449216937935	-5.40635900043057	6.43188164667951e-08	5.47667723030837e-07
PDCD4	11089.2686590562	0.294457299277426	0.10206245782068	2.88506964818322	0.0039132707718605	0.0104085511343143
ADRA2A	620.228812089663	0.956320014001181	0.21990487245388	4.34878956218557	1.36890987544633e-05	6.88483867329519e-05
GPM6A	584.352525458147	-2.02804476451188	0.245975363673697	-8.24491011710514	1.65284413667536e-16	1.13500386974377e-14
WDR17	123.27771202407	0.0584448326908558	0.209187120747377	0.279390205678275	0.779945386679372	0.841774814066223
SPATA4	20.0325994328588	0.41535597470017	0.144032166396176	2.88377232039744	0.00392942737504287	0.0104431170512625
VEGFC	395.049462022011	-0.282757411848395	0.129295906729168	-2.18690149596674	0.0287497157087971	0.0580155554158003
CCDC102B	120.723726314949	-0.233001238210593	0.125541405101191	-1.85597124727722	0.0634576564692928	0.113134066282405
CD226	92.5892721739716	-0.441286067897054	0.172584347352836	-2.5569298413539	0.0105600513495673	0.0245632924061671
CNDP1	9.81057258070961	-0.625449320624911	0.23111407070178	-2.70623644300725	0.00680505750958168	0.0167779087885491
FSIP1	31.5750075054191	0.00166749032833273	0.155891214125431	0.0106964997205747	0.991465590762855	0.994609914836124
DLG2	795.589419865853	0.172357794195074	0.149877398717591	1.14999189784339	0.250147208345648	0.349672187153848
CCDC83	9.56196759498219	2.0094396429079	0.285735596551997	7.03251420948609	2.02844640783417e-12	5.03874899670352e-11
RGS18	96.0628328623119	-0.69324992503879	0.173184452479805	-4.00295705019842	6.25556619411006e-05	0.00026925739029483
PRSS23	9797.98806307589	-0.681766735470429	0.11500259932423	-5.92827239972467	3.06138356453234e-09	3.49969930441387e-08
MTMR12	3903.38699006337	0.103351752591223	0.0886905461790206	1.16530743178206	0.243894571925734	0.342639319708943
PPP1R1C	54.4238822818242	-1.97066033256724	0.339485021579967	-5.80485207681848	6.44228538548228e-09	6.86084934283418e-08
C11orf53	14.0666861897436	-0.858593571576848	0.273933777545064	-3.13431070557045	0.00172258354248102	0.00507976783220577
CCT5	7468.05271195854	0.411063052455455	0.0719148134498694	5.71597189419117	1.09078767300669e-08	1.10055923546593e-07
FAM173B	916.712199972995	0.153603301067547	0.0658892332808384	2.33123521733584	0.0197409600856284	0.0420471136952775
DOCK1	5477.16183341463	-0.325139589070985	0.0779492203659122	-4.17117179036176	3.0303729160363e-05	0.000140110571117126
DIXDC1	3754.14382212743	-0.767812349486558	0.148414792585347	-5.17342197574426	2.2984512679159e-07	1.72363556116548e-06
DLAT	2643.29271754883	0.111740486979231	0.0663483778846783	1.68414798585505	0.092153072569035	0.154457692207874
PIH1D2	73.8213758675533	0.0610495714619212	0.104068293599103	0.586629888418266	0.557452304753628	0.654322076012332
C11orf57	2079.06308565038	0.163835789049856	0.058147929979008	2.81756872702093	0.00483887574347362	0.0125177598187267
TIMM8B	1606.79123070067	0.16971269338429	0.110982834045526	1.52917966858435	0.126219909393789	0.200278712093224
IL18	299.454797558161	-1.141179257861	0.164647827978278	-6.93103135263683	4.17783436570839e-12	9.58516412268312e-11
PTS	1312.79822000631	0.427805631320298	0.117626826595599	3.6369733308465	0.00027586048050344	0.0010066808452736
PIP4K2A	1609.75237988039	-0.062340819923378	0.118149667394797	-0.527642788151628	0.597747289128221	0.688838768116368
C2orf50	16.3036230381635	-0.108299176943712	0.197654501303215	-0.547921632088579	0.583745714629086	0.676953786223917
FREM2	794.684973833998	-0.555316504470998	0.23669092460277	-2.34616728716138	0.0189675921554877	0.040621030333569
FOXO1	2149.3016381917	-0.553790850202951	0.104024095723945	-5.32367857993765	1.01689524663703e-07	8.29529856337601e-07
CRIM1	5922.63093796422	-0.355102646896519	0.105696975819861	-3.35962920549137	0.000780471464196314	0.00252574428781162
SEC24D	4723.34460873959	0.423223594935176	0.095360416927437	4.43814748898614	9.07364380284024e-06	4.74992473298682e-05
ABCB9	294.501280414453	-0.160159967516197	0.0888974395151026	-1.80162632793251	0.0716042161503949	0.125048735053204
RILPL2	2339.28086066727	-0.542180545918751	0.08367271023256	-6.47977750943903	9.18579705318037e-11	1.53014279876339e-09
DHX37	1183.86418189472	0.18666208086132	0.0722290917898308	2.58430607717541	0.0097575159032395	0.0229515052501324
UBC	34980.9531409027	-0.268215058071442	0.1027481247169	-2.61041317114497	0.00904329259297115	0.0214873950742692
ITPR1	7708.08338274538	-0.592352157353214	0.192530169977799	-3.07667186613672	0.00209325591224974	0.00601186818263632
PRSS53	37.9190735586237	0.0605241924275588	0.167195081218475	0.361997446255441	0.717353938808045	0.791164763223977
SLC7A11	570.680955231957	1.48325387270647	0.220570045018664	6.72463875401104	1.76028607649722e-11	3.48007621001119e-10
NOCT	183.047882634463	0.25130690244805	0.141360967453501	1.77776727886865	0.0754420846533223	0.130768039237605
ENKUR	11.584707668037	0.161302928300723	0.224448411016187	0.718663712389079	0.472348146888921	0.577025464239737
GPR158	397.262516053587	0.700890068835514	0.319269525473371	2.19529273204615	0.0281426059275386	0.0569866687993349
CACNA2D4	93.120869147076	-0.621875585859285	0.125670953020518	-4.94844330302608	7.48093742453227e-07	5.01778013492088e-06
DCP1B	1333.67338461766	-0.129728284137068	0.0596621436088013	-2.17438188254991	0.0296764675698379	0.0595612613379385
CACNA1C	1790.5079847806	-0.602110194278535	0.150451029118195	-4.00203440154282	6.2800164786998e-05	0.000270153370916753
THRB	3027.45756337487	0.401422573522444	0.143647242944538	2.79450245820195	0.00519796455905547	0.0133100480708711
NGLY1	2209.77803956644	0.263297416225204	0.0625630372245764	4.20851397095814	2.57055638228605e-05	0.000121129831174158
OXSM	701.874076300731	0.500113253258993	0.0807084237152418	6.19654343669887	5.77166069207389e-10	7.83986107894587e-09
UEVLD	1780.46677973975	-0.0230700346924694	0.0626926554229763	-0.367986242356779	0.712883492557379	0.787864978037199
TMEM86A	594.484351457786	0.818683525904842	0.11394210933551	7.1850831152702	6.71663141167006e-13	1.83390558672725e-11
C12orf45	438.798684827311	0.309215448618774	0.123757791890419	2.49855337506804	0.0124701362022102	0.0283910436321989
TMEM263	5026.12251390192	0.334716760556885	0.0870019815675949	3.84723145985856	0.000119460101233795	0.000477615523744204
BTBD11	1292.21255319633	0.316949534706148	0.148637752869881	2.13236226050598	0.032977077365048	0.0652215257664187
UBE3B	4139.88685414544	-0.0100689876505208	0.064864604581315	-0.155230849174425	0.876639328928866	0.915624343345894
ANK3	5397.25400646593	0.748824537938269	0.133101280495519	5.62597546132157	1.8446256940924e-08	1.75964390080665e-07
IPMK	603.885091711739	0.198476146477758	0.08647313278844	2.29523483280452	0.0217196699736199	0.0456243494875037
RAD9B	49.5294755827826	-0.550418687263778	0.112271467799771	-4.90256962031899	9.4591074173986e-07	6.21150839109828e-06
PLBD2	7449.20581720186	0.488142408431732	0.092504350274064	5.27696705058201	1.31339490361073e-07	1.04418406588132e-06
DLG5	5699.56795870456	-0.0088503035523093	0.137857068844903	-0.0641991275925531	0.94881167204401	0.967355858474715
MAT1A	17.9089518876797	-1.34626688529675	0.211655491045918	-6.36065182454767	2.00899367879734e-10	3.07122971955579e-09
SLC2A13	626.356199767909	0.0673477951730172	0.127917711089266	0.526493122801574	0.598545629048323	0.689471779401281
GXYLT1	1428.88651844025	0.427725047972582	0.0668518446130649	6.39810390346345	1.57318226387096e-10	2.48549423134639e-09
TWF1	4102.88000508951	0.0595032244859074	0.0806443207668901	0.737847673835669	0.460607019294652	0.565446889546558
DIP2C	2920.00550613608	-0.31996213875775	0.103196199307759	-3.10052250862006	0.00193179530772903	0.00561376091477864
EIF4E	2117.7481345736	0.0525711678812577	0.0712888519014655	0.737438834811379	0.460855526379052	0.565705247960811
MAGI1	2721.21693150787	0.262196745962526	0.0788116323719979	3.3268787623245	0.00087824574761611	0.00279980262245282
TEX30	236.265208534641	0.0435250580877308	0.0906792990463995	0.479988911972727	0.631235277362171	0.718238378452226
CSNK1G3	1914.13911794809	0.252046725516302	0.0606872980840394	4.15320394009418	3.27852302369608e-05	0.0001502290084552
RP11-96C23.13	14.7123603717802	-0.425481243530186	0.182664457288232	-2.32930505390442	0.0198429108342864	0.042221920047708
SRFBP1	752.963683331748	0.16243137152978	0.0748825383845623	2.16914884342739	0.0300713855011862	0.0602319014140971
AKAP6	370.91271645361	-0.983598247594094	0.163561883444347	-6.01361531721888	1.81430759633367e-09	2.17351418490674e-08
NPAS3	131.90068920151	-0.459896198731071	0.15246245166074	-3.01645548606573	0.00255748765576936	0.00716041856314306
FAM177A1	5665.41877194344	-0.0261838866993207	0.0806413003334507	-0.324695740161067	0.745411358989834	0.814376151829942
MBIP	1171.61341478415	-0.0466516650421996	0.0873843328599475	-0.533867611222358	0.59343313201699	0.68519496533835
MIPOL1	1232.32780837368	0.371091001273301	0.0812525162918026	4.56713241889765	4.94441681888955e-06	2.73012608528992e-05
EXT2	6230.53762751676	0.194750692228873	0.0518630034715483	3.75509860966136	0.000173273244783059	0.000665672581679827
TMEM18	2287.20463040142	0.227723183527197	0.0678136343017761	3.35807372472932	0.000784876762824659	0.0025367799276098
ALLC	3.81102527232213	0.596752500708763	0.274442523763784	2.17441704195373	0.0296738293767319	0.0595599866806903
KCTD14	387.147365385753	-1.02251338072002	0.189875418291497	-5.3851803983929	7.23720248835786e-08	6.08916182198168e-07
THRSP	4.67439852562717	-0.897948540231339	0.280813015196177	-3.19767422319806	0.00138540694993136	0.00418189823483128
NDUFC2	2711.25327787378	-0.0119549023269603	0.092906915136418	-0.1286761303979	0.89761392354839	0.930988202297761
ME3	899.426811415023	-0.12042755241695	0.141663296400407	-0.850097064496973	0.395271123545315	0.50239045996526
ADAMTS12	142.397803536705	-0.199064654202526	0.207167921199848	-0.960885512822687	0.336609735786335	0.442786807611845
NUBPL	882.160004631607	-0.0323158565827303	0.0626126686370371	-0.516123290800204	0.605768301881298	0.695736207970123
NEK7	3936.84656471535	-0.578849898274228	0.103958874900453	-5.56806620722391	2.57581958842086e-08	2.36972214239189e-07
ATP6V1G3	8.5998042447522	-2.30512438650121	0.388545957763163	-5.93269429380162	2.9800341132246e-09	3.4145793573264e-08
FER	1258.55901926051	-0.486146946432163	0.104126605997959	-4.66880622654398	3.02954951459318e-06	1.75767073691539e-05
VIPAS39	1441.40824493798	-0.246722100120132	0.0573307969659531	-4.30348282558591	1.68133887134305e-05	8.29345222304482e-05
ANKRD50	3685.96278872647	0.215710153232664	0.116184277727869	1.85662085654918	0.063365114502539	0.113002957753163
UPF2	3252.54545064474	-0.0706360464360482	0.063076985412041	-1.11983865390251	0.262782524048537	0.363980787723446
CDC123	2707.24987571349	0.0888246957471159	0.0562933335459621	1.57789013639764	0.114590851391559	0.184854838068392
SCLT1	317.518909175034	0.0147110147723494	0.0807820212138935	0.18210753520759	0.855498335373081	0.899686174740143
CCDC3	2145.26175825263	-1.39212594426865	0.209426243818856	-6.64733282172969	2.98451663492883e-11	5.60591393701667e-10
C4orf33	350.413789205834	-0.402701146274475	0.120940707765348	-3.32974028112854	0.000869270255518944	0.0027756531118557
FRMD4A	1602.93422495858	0.231180548440448	0.10324478778673	2.23914982437652	0.0251461693071814	0.0517043218435607
PTPRO	68.7770133026672	-0.365201850883293	0.194722962677064	-1.87549452751989	0.0607247216523929	0.109083155886837
EPS8	2143.65563486251	-0.590893233359632	0.117789764373574	-5.01650747416046	5.26192303367991e-07	3.64534062170174e-06
ACAD8	6824.89460239754	0.495246948401166	0.170753443479798	2.90036287590158	0.00372730881201548	0.00997101216522431
THYN1	3315.99174966315	0.229793130739765	0.109263985821435	2.10310038584264	0.0354569952540403	0.0693741065265272
VPS26B	6674.54050580596	0.447389678929042	0.0728279755374735	6.14310195535832	8.09253019562832e-10	1.06184858648418e-08
NCAPD3	31685.6793179226	0.699759820667885	0.269230494829262	2.59911055436588	0.00934656662990578	0.0221020210095132
VTI1A	1121.13879787577	0.0290604762183066	0.0426155289133385	0.681922223173694	0.495288132320649	0.59877606531499
QDPR	4001.44434566382	0.195621243176943	0.112389394855786	1.74056674500255	0.0817595510464433	0.139956159517268
FAM160B1	1884.05207656761	-0.1305362394857	0.0768512556055187	-1.69855701715206	0.0894026810153442	0.150697240210331
ANO4	604.678542943699	-0.847058376482146	0.193283667908461	-4.38246224136906	1.17345508113922e-05	5.97355134096792e-05
TEX9	291.941875872822	0.0986843601497027	0.0966849905877124	1.0206792134936	0.307406445885548	0.412199053349279
QTRT2	1302.49766748057	0.25073070033835	0.0550210174307646	4.55699861700769	5.18897656561392e-06	2.85060635467857e-05
MMAA	613.076557335234	0.212795514162277	0.0524756610366622	4.05512784324158	5.01068903433976e-05	0.000220135679295299
ZNF827	5528.54402394166	-0.206726113449107	0.142450171790389	-1.4512170175077	0.146719439692734	0.226332507726396
POU4F2	0.848645826697757	-1.34006749176434	0.51248479433873	-2.61484341890271	0.0089268368984151	0.0212446428955878
EDNRA	3295.42921393205	-0.985261359254462	0.160401946621826	-6.14245263230737	8.12569134075151e-10	1.0652967651054e-08
NR3C2	1008.60850392178	-0.554302272540279	0.0985011717038563	-5.62736729880522	1.82980830749623e-08	1.74719075835237e-07
AKR1C2	180.967149501164	-1.42708886078955	0.234112116282752	-6.09574969227977	1.08925742600284e-09	1.38671061099612e-08
DPYSL4	729.527946992246	0.708803969322457	0.210332701894698	3.36991805333874	0.000751905405907592	0.00244207049036115
VENTX	26.8846376530361	-0.726452230103799	0.192989651518375	-3.76420302533493	0.000167081098931878	0.000644862689707669
ADAM8	426.859686100512	-0.578534772270325	0.14888186640383	-3.88586458676637	0.000101966335784227	0.000414926375832517
ITIH2	11.6723994063883	0.336820920279525	0.183704337260586	1.8334946539762	0.066729042865517	0.117955018165584
KIN	719.351261582116	0.00857074697062711	0.058702159537671	0.14600394667128	0.883918272823738	0.921123818881331
PIGF	677.004000852505	0.103680178345065	0.0777811264589178	1.33297347396771	0.182540508895378	0.270409500373415
ANKAR	211.6198720609	0.0670535086465929	0.0841870796366379	0.796482179165785	0.425751829567138	0.531747171014797
INPP1	867.824486826766	-0.96048692585327	0.140698435711617	-6.82656435372127	8.69722904475045e-12	1.84321745129444e-10
MFSD6	4920.0958374199	0.0948621962164206	0.0860088057613822	1.10293586077222	0.270055019684273	0.372233263271471
RNF144A	2559.06313345032	0.882365142773333	0.120378290931059	7.32993578782961	2.3026303231981e-13	6.95796849898092e-12
ASAP2	840.113709168658	0.0760276663244664	0.1476687573366	0.514852753525698	0.606655918388323	0.696621112124754
ADAM17	964.803534546142	-0.0339478465510395	0.0938205031274588	-0.361838248777242	0.717472907672434	0.79120793074703
FLI1	678.642596567487	-0.342521789468269	0.155278153284599	-2.20585949937519	0.0273938387423036	0.0556714100993545
KCNJ1	3.74972658184553	-1.0464722718329	0.264115952283753	-3.9621698832815	7.42716608467748e-05	0.000313469632876934
